order_id,customer_key,first_name,last_name,email_address,mobile_number,city,state,order_date,product_category,gross_amount,discount_amount,net_order_value,payment_method,order_state
1024,6018,Jiya,Vora,lkaran@lala.biz,5434403558,Chandigarh,Chhattisgarh,2025-11-30,Electronics,102916,10291.6,92624.4,Card,Cancelled
1025,7123,Riaan,Bansal,ybedi@gmail.com,5470387421,Bathinda,Meghalaya,2025-03-28,Beauty,30440,1522.0,28918.0,Card,Cancelled
1026,7878,Stuvan,Vohra,rhea77@sahota.org,2310664316,Nanded,Telangana,2024-07-16,Books,173930,8696.5,165233.5,COD,Delivered
1027,5348,Renee,Wagle,akarsh87@singh.com,1049684010,Raipur,Uttar Pradesh,2024-08-21,Beauty,232940,0.0,232940.0,Card,Delivered
1028,7579,Anika,Apte,gouremir@yahoo.com,9489898773,Raurkela Industrial Township,Mizoram,2024-10-01,Fashion,9824,0.0,9824.0,COD,Returned
1029,5730,Umang,Saraf,ssharaf@yahoo.com,553836262,Kulti,Himachal Pradesh,2024-04-08,Fashion,24560,4912.0,19648.0,COD,Delivered
1030,5055,Aarna,Toor,voradamini@dani.info,1486050882,Proddatur,Mizoram,2025-07-26,Home,75138,11270.7,63867.3,COD,Delivered
1031,6317,Mahika,Ganguly,aarnagill@doshi-deol.com,1589799392,Chandrapur,Sikkim,2025-05-25,Books,74481,7448.1,67032.9,COD,Delivered
1032,6244,Neelofar,Srinivasan,ramachandranranbir@hotmail.com,1672441775,Hapur,Tamil Nadu,2025-02-13,Electronics,57005,2850.25,54154.75,Card,Cancelled
1033,8538,Tarini,Dada,misha26@vyas.com,4054233225,Gulbarga,Rajasthan,2026-01-19,Electronics,126285,25257.0,101028.0,COD,Cancelled
1034,5337,Manikya,Tella,bhattacharyyashray@yahoo.com,3640708230,Rajpur Sonarpur,Himachal Pradesh,2024-07-20,Beauty,12753,637.65,12115.35,COD,Returned
1035,7968,Myra,Kohli,kabir59@mani.com,9777943175,Dewas,Chhattisgarh,2025-03-28,Books,20613,2061.3,18551.7,Card,Cancelled
1036,6710,Saanvi,Chaudhry,dvig@hotmail.com,6595789369,Kamarhati,Gujarat,2024-08-27,Fashion,21342,3201.3,18140.7,COD,Cancelled
1037,6555,Anika,Bala,vidur03@gokhale.info,4726169599,Allahabad,Meghalaya,2025-01-29,Fashion,13476,673.8,12802.2,UPI,Returned
1038,5967,Zain,Sastry,thakkardhruv@chaudhary-agarwal.com,9502677442,Surendranagar Dudhrej,Goa,2024-04-15,Fashion,25700,3855.0,21845.0,COD,Cancelled
1039,5322,Hiran,Kaur,uthkarshbatra@choudhry-toor.org,740314321,Udaipur,Kerala,2024-06-23,Fashion,40044,8008.8,32035.2,UPI,Returned
1040,8344,Suhana,Shah,comararadhya@hotmail.com,2144030609,Tezpur,Himachal Pradesh,2024-07-18,Fashion,124040,24808.0,99232.0,COD,Returned
1041,8719,Shanaya,Ranganathan,adira63@behl.com,5336090614,Begusarai,West Bengal,2025-05-26,Home,93597,4679.85,88917.15,Card,Returned
1042,6822,Madhup,Chaudry,odube@kadakia.com,3209054899,Ghaziabad,Uttar Pradesh,2025-11-27,Books,69588,13917.6,55670.4,NetBanking,Delivered
1043,6887,Ira,Behl,aaina03@arora.info,6077091755,Bidar,Gujarat,2024-09-12,Electronics,181472,18147.2,163324.8,NetBanking,Delivered
1044,6207,Purab,Dutta,nirvibassi@hotmail.com,4887075827,Gurgaon,Odisha,2024-11-30,Home,139495,20924.25,118570.75,Card,Cancelled
1045,8214,Nehmat,Comar,adviksidhu@jha.com,5210684244,Erode,Madhya Pradesh,2026-01-18,Home,111348,22269.6,89078.4,UPI,Delivered
1046,8301,Shanaya,Mani,armaansrinivas@gmail.com,6713774322,Bahraich,Telangana,2025-12-27,Books,10375,2075.0,8300.0,UPI,Delivered
1047,5190,Shalv,Bora,ranbiruppal@hotmail.com,9609449696,Adoni,Nagaland,2024-06-21,Home,166055,16605.5,149449.5,COD,Returned
1048,7898,Ela,Varma,skade@gmail.com,3646519341,Phagwara,Maharashtra,2025-01-19,Home,67906,0.0,67906.0,Card,Returned
1049,6912,Anahita,Dhar,aarushkhare@gmail.com,9930430455,Sultan Pur Majra,Arunachal Pradesh,2026-01-09,Beauty,4408,881.6,3526.4,COD,Delivered
1050,5226,Aradhya,Sha,fateh88@rajagopal.com,9989531337,Junagadh,Mizoram,2024-03-10,Books,87380,13107.0,74273.0,Card,Delivered
1051,5368,Reyansh,Bawa,lchaudry@gmail.com,9381093739,Ulhasnagar,Rajasthan,2025-08-25,Books,73292,7329.2,65962.8,Card,Delivered
1052,8392,Himmat,Bandi,kantrati@gmail.com,4258512926,Mathura,Goa,2024-10-21,Beauty,132920,26584.0,106336.0,Card,Returned
1053,8186,Vaibhav,Varghese,badamipihu@doctor.com,7441784753,Jodhpur,Mizoram,2025-02-07,Fashion,107784,10778.4,97005.6,UPI,Returned
1054,8860,Romil,Bala,jivika83@suri-dhingra.info,435146510,Thiruvananthapuram,Nagaland,2025-09-27,Books,44160,4416.0,39744.0,UPI,Returned
1055,6124,Vedika,Kara,tara51@andra.com,8545451767,Yamunanagar,Bihar,2024-12-25,Electronics,33015,6603.0,26412.0,NetBanking,Cancelled
1056,6805,Yakshit,Kade,shayak52@thakur-ben.net,781198672,Arrah,Andhra Pradesh,2025-08-04,Fashion,74622,14924.4,59697.6,Card,Cancelled
1057,5828,Raunak,Konda,rajalakshay@butala-madan.com,6146698142,Gangtok,Kerala,2025-05-13,Books,21224,0.0,21224.0,Card,Returned
1058,8622,Divij,Balasubramanian,piya43@bhavsar-sem.org,4014122278,Kharagpur,Himachal Pradesh,2025-06-14,Electronics,18344,0.0,18344.0,COD,Cancelled
1059,5784,Raunak,Batta,zarasehgal@gmail.com,5948409546,South Dumdum,Tripura,2025-06-30,Fashion,41240,0.0,41240.0,UPI,Returned
1060,8968,Uthkarsh,Saini,baijugarde@choudhary-datta.org,257941203,Madurai,West Bengal,2025-11-25,Electronics,61975,0.0,61975.0,Card,Returned
1061,7651,Onkar,Luthra,vaibhavvarma@dewan-sangha.com,1991999112,Howrah,Rajasthan,2025-03-07,Books,23942,3591.3,20350.7,Card,Cancelled
1062,5330,Lakshay,Ben,yuvraj-16@gmail.com,2131744062,Adoni,Sikkim,2024-10-06,Books,50904,5090.4,45813.6,NetBanking,Returned
1063,6972,Nehmat,Brar,fshenoy@gmail.com,4696895623,Sambhal,Andhra Pradesh,2025-11-18,Books,42616,0.0,42616.0,COD,Cancelled
1064,6927,Pari,Magar,handamishti@gmail.com,5153237439,Ghaziabad,West Bengal,2025-06-19,Books,30276,6055.2,24220.8,NetBanking,Cancelled
1065,5035,Anay,Iyengar,reyansh63@kadakia.com,3853239526,Fatehpur,Arunachal Pradesh,2025-08-28,Beauty,169750,8487.5,161262.5,COD,Delivered
1066,7032,Madhup,Bir,tankeva@contractor.com,9214017736,Phagwara,Himachal Pradesh,2025-03-13,Home,13280,0.0,13280.0,UPI,Delivered
1067,8289,Yuvaan,Gopal,armaan27@gmail.com,9647643517,Jhansi,Odisha,2026-01-25,Beauty,6304,315.2,5988.8,NetBanking,Returned
1068,7868,Faiyaz,Yadav,gatik57@hotmail.com,1634873836,Udaipur,Telangana,2025-10-21,Fashion,68634,13726.8,54907.2,Card,Cancelled
1069,8090,Siya,Behl,diya92@mani.com,6613751175,Rajkot,Gujarat,2024-02-23,Books,139376,13937.6,125438.4,Card,Delivered
1070,6314,Abram,Gala,azadbhasin@hotmail.com,235766970,Loni,Uttarakhand,2024-09-29,Beauty,48944,2447.2,46496.8,UPI,Cancelled
1071,5437,Shaan,Borde,zain38@kibe-chandra.info,2769104424,Pune,Tamil Nadu,2025-08-15,Beauty,75414,3770.7,71643.3,NetBanking,Delivered
1072,5972,Baiju,Hari,godashlok@dasgupta-bala.com,3649404069,Bhatpara,Madhya Pradesh,2024-09-19,Beauty,45557,0.0,45557.0,COD,Returned
1073,7292,Piya,Bhasin,saira34@hotmail.com,4310070213,Nizamabad,Haryana,2025-11-13,Fashion,101590,10159.0,91431.0,Card,Cancelled
1074,5613,Ranbir,Virk,sankarantushar@yahoo.com,6374816678,Hosur,Haryana,2024-04-19,Fashion,46318,4631.8,41686.2,UPI,Delivered
1075,5104,Tarini,Luthra,vivaan04@yahoo.com,3184442658,Gopalpur,Jharkhand,2025-03-01,Home,63532,3176.6,60355.4,UPI,Delivered
1076,6130,Manjari,Trivedi,samiha06@yahoo.com,2468150787,Tirunelveli,Nagaland,2024-04-21,Home,141975,14197.5,127777.5,UPI,Returned
1077,5426,Nitya,Tailor,mbaral@dugar.net,9418787386,Bardhaman,Haryana,2025-05-05,Books,44782,2239.1,42542.9,COD,Returned
1078,6666,Kimaya,Chander,pranay59@sidhu.com,7860485272,Mumbai,Rajasthan,2024-11-05,Books,96624,0.0,96624.0,NetBanking,Cancelled
1079,5673,Anya,Bhandari,jivindhar@acharya-kala.net,6044943226,Saharsa,Goa,2025-02-19,Beauty,49476,9895.2,39580.8,NetBanking,Returned
1080,6802,Indranil,Kohli,ramachandranzoya@singh-arya.com,6251833148,Burhanpur,Telangana,2025-06-24,Electronics,37346,1867.3,35478.7,NetBanking,Cancelled
1081,7167,Tarini,Boase,advikadhar@reddy.com,3164014375,Kozhikode,Sikkim,2024-08-29,Books,23534,3530.1,20003.9,Card,Cancelled
1082,7847,Hazel,Sarkar,chahalsumer@acharya.biz,1460660195,Gaya,Sikkim,2024-07-30,Fashion,58668,0.0,58668.0,COD,Cancelled
1083,6430,Tarini,Wadhwa,bhattacharyyadhanuk@hotmail.com,7912007302,Kozhikode,Chhattisgarh,2024-05-14,Home,10830,1083.0,9747.0,Card,Delivered
1084,6567,Kaira,Devan,ehsaanjohal@gmail.com,1816745104,Kharagpur,Nagaland,2025-01-10,Home,106995,16049.25,90945.75,NetBanking,Cancelled
1085,6065,Riaan,Bhargava,keeraarush@yahoo.com,2220659624,Berhampore,Assam,2025-04-27,Books,110448,16567.2,93880.8,COD,Cancelled
1086,7539,Lakshit,Babu,sana62@khosla.com,3784352562,Sambhal,West Bengal,2024-04-08,Home,14934,2240.1,12693.9,Card,Delivered
1087,8254,Nirvaan,Sen,deshpandeoorja@yahoo.com,7359793123,Kochi,Mizoram,2025-04-11,Electronics,56478,0.0,56478.0,NetBanking,Cancelled
1088,7928,Vritika,Barad,trivedineelofar@hotmail.com,2613220750,Raichur,Chhattisgarh,2025-01-22,Books,6183,927.45,5255.55,NetBanking,Returned
1089,6713,Indrans,Dube,neysa86@gupta.info,8161336557,Rajpur Sonarpur,Meghalaya,2024-08-28,Home,148404,14840.4,133563.6,COD,Cancelled
1090,6488,Zara,Devi,ysarin@trivedi-bose.com,5176156908,Bhimavaram,Maharashtra,2025-11-04,Fashion,73604,11040.6,62563.4,NetBanking,Returned
1091,5526,Shalv,Bora,aarushkamdar@gaba.net,5710811917,Vasai-Virar,Arunachal Pradesh,2025-01-01,Books,29357,1467.85,27889.15,NetBanking,Delivered
1092,8046,Divit,Rege,chaudharyalia@gmail.com,2799284127,Hajipur,Meghalaya,2025-07-13,Fashion,13022,0.0,13022.0,COD,Cancelled
1093,5062,Manikya,Dara,zainaggarwal@kale.com,1746818663,Ramgarh,Sikkim,2025-02-24,Fashion,228290,22829.0,205461.0,COD,Cancelled
1094,7607,Pari,Johal,chaudhurisamaira@chana-kurian.com,6085517372,Vijayawada,Uttar Pradesh,2024-11-27,Books,81024,16204.8,64819.2,NetBanking,Cancelled
1095,6801,Zeeshan,Uppal,doraaarna@hotmail.com,1345616784,Nangloi Jat,Andhra Pradesh,2025-06-30,Home,16749,2512.35,14236.65,Card,Cancelled
1096,5250,Yuvraj,Yogi,uchandran@gmail.com,7619758138,Aurangabad,Tripura,2025-07-21,Fashion,16335,3267.0,13068.0,Card,Delivered
1097,8900,Tanya,Keer,ykala@goda.com,5131578980,Rewa,Maharashtra,2025-05-03,Home,73272,0.0,73272.0,COD,Cancelled
1098,5442,Khushi,Virk,seher86@de.info,5148052164,Agartala,Arunachal Pradesh,2024-10-06,Electronics,136970,20545.5,116424.5,Card,Cancelled
1099,5051,Pranay,Ram,agarwalnitara@hari.com,7278751714,Dhanbad,Jharkhand,2025-03-03,Books,198680,9934.0,188746.0,COD,Returned
1100,7658,Ayesha,Loyal,somlavanya@shan.net,2655087016,Pali,Jharkhand,2025-10-13,Books,214215,21421.5,192793.5,COD,Delivered
1101,7234,Nayantara,Jain,ahana-dutt@gmail.com,6874706985,Silchar,Madhya Pradesh,2024-11-15,Home,65876,6587.6,59288.4,UPI,Returned
1102,6889,Divit,Arora,waliaadvik@halder-ramanathan.com,9369159600,Uluberia,Rajasthan,2024-12-13,Beauty,133665,20049.75,113615.25,COD,Delivered
1103,7526,Yashvi,Handa,jivin29@virk-mangal.com,8354434832,Mahbubnagar,Andhra Pradesh,2025-11-21,Books,68892,10333.8,58558.2,NetBanking,Cancelled
1104,6740,Adah,Soni,amanisastry@hotmail.com,8116195399,Kishanganj,Madhya Pradesh,2025-04-14,Home,41561,2078.05,39482.95,COD,Cancelled
1105,8971,Akarsh,Date,arhaanbarad@boase-kaur.com,8696256101,Bettiah,Assam,2024-08-23,Books,3300,660.0,2640.0,COD,Cancelled
1106,8174,Yuvraj,Karpe,aarushvaidya@mandal.org,2223125333,Pudukkottai,Tamil Nadu,2024-02-27,Fashion,174860,26229.0,148631.0,COD,Cancelled
1107,6206,Prerak,Shetty,bawatiya@gmail.com,38385372,Loni,Andhra Pradesh,2024-08-12,Fashion,22648,0.0,22648.0,COD,Cancelled
1108,5843,Aarav,Bhargava,sethdhruv@lad-bahl.net,979085668,Guntur,Mizoram,2025-04-08,Home,62466,9369.9,53096.1,COD,Delivered
1109,7109,Jivika,Mani,uwason@gmail.com,4327933862,Hazaribagh,Uttar Pradesh,2025-03-01,Beauty,56794,2839.7,53954.3,Card,Delivered
1110,7754,Ishita,Agrawal,shlok72@iyer.com,6566644791,Moradabad,Kerala,2025-12-02,Electronics,34944,0.0,34944.0,Card,Cancelled
1111,5712,Oorja,Ahuja,ukohli@hotmail.com,885404475,Thanjavur,Jharkhand,2024-10-06,Electronics,127068,19060.2,108007.8,UPI,Delivered
1112,8405,Tanya,Dass,aradhya28@gmail.com,1302989431,Chandrapur,Telangana,2024-11-14,Electronics,33657,6731.4,26925.6,UPI,Cancelled
1113,8308,Sara,Raval,comarsamarth@hotmail.com,5259058587,Muzaffarpur,Rajasthan,2024-12-22,Fashion,26595,5319.0,21276.0,NetBanking,Cancelled
1114,7931,Prerak,Atwal,obajaj@master.com,9444600808,Srikakulam,Sikkim,2025-09-06,Fashion,133256,0.0,133256.0,NetBanking,Returned
1115,6500,Pihu,Buch,wvarughese@gmail.com,9263171648,Gangtok,Tripura,2025-05-11,Books,69536,6953.6,62582.4,UPI,Cancelled
1116,5390,Advik,Goswami,aliakhalsa@kaur.biz,1430490098,Singrauli,Sikkim,2024-04-29,Fashion,38825,7765.0,31060.0,NetBanking,Cancelled
1117,6955,Ojas,Bhagat,irasen@sundaram.com,9937865467,Lucknow,Telangana,2025-06-19,Beauty,51405,10281.0,41124.0,COD,Returned
1118,6129,Reyansh,Korpal,amira48@hotmail.com,1424615179,Durg,Chhattisgarh,2025-06-12,Fashion,38342,7668.4,30673.6,Card,Delivered
1119,6939,Shalv,Swamy,walianakul@sethi.info,7595122384,Dehri,Madhya Pradesh,2024-07-14,Fashion,10131,1013.1,9117.9,Card,Cancelled
1120,8154,Arnav,Vala,battaaradhya@kale-rama.com,3791818842,Muzaffarpur,Assam,2024-11-14,Electronics,33777,3377.7,30399.3,UPI,Cancelled
1121,5984,Vritika,Gokhale,zaindutt@yahoo.com,6544777892,Sambhal,Uttarakhand,2025-05-15,Fashion,30167,0.0,30167.0,NetBanking,Cancelled
1122,7195,Pihu,Singh,reyanshloyal@hotmail.com,2137409066,Mangalore,Odisha,2025-10-17,Books,134216,13421.6,120794.4,COD,Delivered
1123,6750,Raunak,Chaudhari,krishnaadah@yahoo.com,9494637812,Lucknow,Kerala,2024-05-29,Books,186500,0.0,186500.0,Card,Returned
1124,6735,Aniruddh,Bhavsar,dubeyjiya@yahoo.com,6054507154,Faridabad,Arunachal Pradesh,2024-04-11,Home,29312,4396.8,24915.2,Card,Cancelled
1125,7963,Tara,Sawhney,buchzoya@yahoo.com,9092891819,Mathura,Madhya Pradesh,2024-09-30,Books,18311,2746.65,15564.35,UPI,Cancelled
1126,5077,Priyansh,Rege,gviswanathan@babu.info,2738207174,Mangalore,Bihar,2025-03-12,Books,28921,4338.15,24582.85,Card,Delivered
1127,5846,Khushi,Raman,zchada@yahoo.com,860671905,Tiruvottiyur,Maharashtra,2025-03-11,Fashion,100896,5044.8,95851.2,UPI,Delivered
1128,8461,Bhamini,Sekhon,lkonda@hotmail.com,4117551545,Karawal Nagar,Jharkhand,2025-06-06,Home,28664,1433.2,27230.8,NetBanking,Delivered
1129,8439,Bhamini,Chad,dubefarhan@chatterjee-vig.com,4960608139,Faridabad,Mizoram,2024-02-29,Home,98474,19694.8,78779.2,COD,Cancelled
1130,7943,Hiran,Taneja,xbrahmbhatt@wason.com,5725381810,Munger,Telangana,2025-06-16,Beauty,29226,1461.3,27764.7,NetBanking,Delivered
1131,6453,Dhanush,Sharaf,ramaswamyriya@chawla.com,935486314,Visakhapatnam,Bihar,2024-10-06,Home,12412,0.0,12412.0,Card,Returned
1132,5563,Pari,Subramaniam,elakant@anand-kala.info,239717510,Adoni,Haryana,2024-12-23,Home,197612,19761.2,177850.8,Card,Delivered
1133,8221,Rohan,Dhar,abera@varkey-karnik.com,9396479437,Raebareli,Assam,2024-05-29,Electronics,231050,23105.0,207945.0,COD,Delivered
1134,6701,Myra,Vaidya,zara26@khanna.net,7184462813,Patiala,Sikkim,2025-02-18,Home,47277,4727.7,42549.3,NetBanking,Delivered
1135,7758,Adah,Ravi,zdua@hari-chacko.com,6341017172,Parbhani,Gujarat,2025-11-17,Beauty,177885,35577.0,142308.0,COD,Cancelled
1136,7903,Advika,Ramesh,mbasu@zacharia-dubey.com,9519835888,Chandrapur,West Bengal,2025-11-09,Electronics,168805,0.0,168805.0,NetBanking,Delivered
1137,8613,Tara,Ramachandran,samaira86@subramaniam-bal.net,392060001,Bareilly,West Bengal,2025-11-29,Beauty,223795,22379.5,201415.5,NetBanking,Returned
1138,8066,Vanya,Dave,urvi37@ramanathan.org,9378320154,Nagercoil,Jharkhand,2025-01-01,Books,142776,0.0,142776.0,Card,Cancelled
1139,5824,Kanav,Jhaveri,lshanker@grover.com,3144528917,Avadi,Odisha,2024-07-10,Home,83544,12531.6,71012.4,UPI,Returned
1140,5288,Yakshit,Batta,taran84@gandhi-tata.info,4396310786,Phusro,Arunachal Pradesh,2025-09-28,Home,86578,17315.6,69262.4,COD,Returned
1141,7138,Stuvan,Kale,ttata@lad-de.com,6606688735,Thrissur,Maharashtra,2025-05-02,Fashion,3656,731.2,2924.8,Card,Cancelled
1142,5270,Anahi,Atwal,myraandra@hotmail.com,3490939491,Bihar Sharif,Odisha,2025-11-02,Fashion,7208,720.8,6487.2,COD,Delivered
1143,6804,Azad,Barad,nirvaanamble@kamdar-chandran.biz,4098471083,Ambattur,Nagaland,2025-11-22,Books,122580,0.0,122580.0,NetBanking,Returned
1144,7009,Keya,Sarraf,rhea39@gmail.com,3308012705,Kolkata,Assam,2024-05-21,Electronics,244080,24408.0,219672.0,UPI,Delivered
1145,5045,Vivaan,Kata,nishithsarin@gmail.com,383416184,Gandhidham,Kerala,2024-08-09,Electronics,224045,0.0,224045.0,NetBanking,Delivered
1146,7420,Purab,Goel,pshroff@aggarwal.com,837685146,Mumbai,Arunachal Pradesh,2025-04-04,Beauty,1631,81.55,1549.45,UPI,Returned
1147,7204,Miraan,Baria,ivanaborah@yahoo.com,5937955555,Silchar,Arunachal Pradesh,2025-01-06,Books,194372,29155.8,165216.2,Card,Returned
1148,5096,Kabir,Karpe,dkashyap@yahoo.com,5979086318,Tumkur,Telangana,2025-10-29,Electronics,60411,3020.55,57390.45,COD,Delivered
1149,7378,Saira,Char,achakrabarti@yahoo.com,2355924875,Panchkula,Uttarakhand,2024-03-18,Beauty,50952,2547.6,48404.4,COD,Returned
1150,5788,Kimaya,Sood,nirvaan84@gmail.com,8758948245,Satna,Nagaland,2025-07-04,Beauty,21945,3291.75,18653.25,UPI,Delivered
1151,6615,Pranay,Arora,qjoshi@tata.com,2324937026,Farrukhabad,Tripura,2025-02-11,Fashion,144325,21648.75,122676.25,COD,Returned
1152,7695,Nitya,Chaudhary,ritvik08@dhaliwal.com,1629926046,Aizawl,Chhattisgarh,2025-11-25,Fashion,39852,1992.6,37859.4,NetBanking,Delivered
1153,6820,Ayesha,Sinha,ritvik79@karan.com,3480499208,Mehsana,Punjab,2024-02-07,Electronics,178244,35648.8,142595.2,Card,Cancelled
1154,8695,Adira,Sengupta,bwarrior@krish.com,6359463640,Bulandshahr,Arunachal Pradesh,2025-02-02,Home,24747,2474.7,22272.3,NetBanking,Delivered
1155,5638,Sara,Magar,krishmahal@lanka.biz,8121457540,Bhiwani,Maharashtra,2024-03-27,Fashion,25515,2551.5,22963.5,COD,Returned
1156,7557,Sara,Shroff,carora@gmail.com,6848061186,Kolhapur,Meghalaya,2025-04-15,Home,100830,15124.5,85705.5,NetBanking,Cancelled
1157,5375,Riya,Varghese,anahitalalla@gmail.com,2695461167,Bhalswa Jahangir Pur,Nagaland,2024-12-14,Books,193152,28972.8,164179.2,UPI,Returned
1158,6358,Piya,De,maniromil@kant-bhatnagar.biz,8875279258,Rohtak,Haryana,2024-08-27,Fashion,70500,10575.0,59925.0,NetBanking,Cancelled
1159,7655,Advik,Krishnan,amani70@gmail.com,2150068014,Alappuzha,Manipur,2025-03-19,Fashion,51930,2596.5,49333.5,NetBanking,Delivered
1160,7517,Nehmat,Dugal,rratti@sandal.com,215515155,Shimoga,Sikkim,2024-11-24,Books,61270,6127.0,55143.0,NetBanking,Returned
1161,8480,Vardaniya,Ahluwalia,kondasamar@hotmail.com,4956070126,Nizamabad,Sikkim,2024-03-11,Beauty,44802,2240.1,42561.9,Card,Returned
1162,7292,Anvi,Chaudhuri,halderlagan@mander.com,6441795078,Kharagpur,Nagaland,2025-10-19,Books,126762,12676.2,114085.8,COD,Cancelled
1163,5672,Krish,Varkey,kannanpranay@yahoo.com,3427726732,Ulhasnagar,Karnataka,2025-06-21,Home,40119,4011.9,36107.1,NetBanking,Delivered
1164,5363,Neysa,Varughese,aniruddh74@balakrishnan.com,9743429452,Muzaffarpur,Assam,2025-01-18,Electronics,43488,0.0,43488.0,COD,Returned
1165,7795,Nitya,Date,ivan32@bhatnagar.info,7059003244,Bhind,Manipur,2024-07-30,Books,113418,11341.8,102076.2,UPI,Returned
1166,8130,Prerak,Kota,drishyakapadia@chauhan-agarwal.com,7070465744,Sangli-Miraj & Kupwad,West Bengal,2025-06-25,Home,34110,1705.5,32404.5,Card,Delivered
1167,7682,Saanvi,Gala,yrajagopalan@gmail.com,1945677439,Sultan Pur Majra,Meghalaya,2024-02-28,Beauty,25994,3899.1,22094.9,Card,Delivered
1168,5792,Mamooty,Bal,sahil40@hotmail.com,6810306287,Pudukkottai,Arunachal Pradesh,2024-03-13,Fashion,25719,5143.8,20575.2,Card,Cancelled
1169,6339,Ritvik,Balakrishnan,danilagan@hotmail.com,7046935609,Jalna,Uttar Pradesh,2024-05-29,Home,80565,16113.0,64452.0,COD,Delivered
1170,5469,Bhamini,Dewan,iyengaranvi@loke-ganguly.com,7512938117,Muzaffarnagar,Himachal Pradesh,2025-07-15,Beauty,11406,0.0,11406.0,UPI,Delivered
1171,7786,Darshit,Dua,nehmat46@sethi-johal.biz,915232458,Surat,Kerala,2024-11-09,Fashion,45336,9067.2,36268.8,Card,Delivered
