order_id,customer_id,full_name,email,phone,full_address,order_timestamp,product_name,product_category,unit_price,quantity,payment_type,order_status,discount_pct
1012,6572,Priyansh Bajwa,shlokuppal@gmail.com,6433700818,"Nandyal, Uttarakhand",2025-11-10 02:39:59,Quasi,Beauty,34569,2,COD,Returned,5
1013,5335,Charvi Sagar,dhanush18@grover-chahal.com,3904353047,"Bongaigaon, Karnataka",2025-09-02 06:19:25,Consequuntur,Electronics,8509,2,NetBanking,Returned,10
1014,6689,Ayesha Garde,xchauhan@bhakta-venkatesh.com,5596348192,"Kishanganj, Tamil Nadu",2025-03-04 21:50:26,Quae,Fashion,31250,2,NetBanking,Cancelled,5
1015,8796,Madhav Sami,guptarenee@yahoo.com,4857442464,"Khammam, Uttar Pradesh",2024-08-10 19:20:56,Est,Home,2383,2,UPI,Cancelled,5
1016,8449,Trisha Sarma,khoslakanav@hotmail.com,3169520164,"Thane, Uttarakhand",2026-02-03 07:40:33,Quia,Electronics,500,4,COD,Returned,10
1017,5494,Ivana Chauhan,mmammen@hotmail.com,3718171911,"Hubli–Dharwad, Nagaland",2024-12-26 08:30:45,Asperiores,Beauty,17563,4,COD,Delivered,10
1018,8939,Gatik Tella,sgulati@yahoo.com,3734404343,"Satara, Bihar",2024-08-18 23:05:02,Quaerat,Home,17869,3,UPI,Delivered,0
1019,7747,Ryan Kaur,divijsingh@dasgupta-konda.com,6896060276,"Ambarnath, Andhra Pradesh",2025-06-04 13:15:21,Repellat,Home,45031,5,NetBanking,Cancelled,10
1020,6625,Kimaya Acharya,reddyseher@gmail.com,9787103371,"Farrukhabad, Tripura",2024-05-26 19:00:31,Quaerat,Books,11270,1,COD,Returned,15
1021,8039,Samiha Comar,kapadianavya@dutta.com,3090443429,"Ramagundam, Assam",2025-03-13 08:20:06,Omnis,Books,26511,2,UPI,Returned,0
1022,6646,Raunak Hayer,esabharwal@sachdev.com,4209773781,"Belgaum, Tripura",2025-12-24 20:02:54,Dolorem,Electronics,24438,5,UPI,Returned,20
1023,5722,Nehmat Date,wiyer@sodhi.com,1537838828,"Shivpuri, Gujarat",2024-07-02 23:00:08,Exercitationem,Books,33029,4,COD,Returned,10
1024,6018,Jiya Vora,lkaran@lala.biz,5434403558,"Chandigarh, Chhattisgarh",2025-11-30 08:44:59,Perferendis,Electronics,25729,4,Card,Cancelled,10
1025,7123,Riaan Bansal,ybedi@gmail.com,5470387421,"Bathinda, Meghalaya",2025-03-28 16:48:31,Ducimus,Beauty,7610,4,Card,Cancelled,5
1026,7878,Stuvan Vohra,rhea77@sahota.org,2310664316,"Nanded, Telangana",2024-07-16 17:26:04,Cum,Books,34786,5,COD,Delivered,5
1027,5348,Renee Wagle,akarsh87@singh.com,1049684010,"Raipur, Uttar Pradesh",2024-08-21 03:17:21,Culpa,Beauty,46588,5,Card,Delivered,0
1028,7579,Anika Apte,gouremir@yahoo.com,9489898773,"Raurkela Industrial Township, Mizoram",2024-10-01 19:26:16,Atque,Fashion,9824,1,COD,Returned,0
1029,5730,Umang Saraf,ssharaf@yahoo.com,0553836262,"Kulti, Himachal Pradesh",2024-04-08 20:53:05,Sunt,Fashion,12280,2,COD,Delivered,20
1030,5055,Aarna Toor,voradamini@dani.info,1486050882,"Proddatur, Mizoram",2025-07-26 17:05:29,Et,Home,25046,3,COD,Delivered,15
1031,6317,Mahika Ganguly,aarnagill@doshi-deol.com,1589799392,"Chandrapur, Sikkim",2025-05-25 14:08:54,Enim,Books,24827,3,COD,Delivered,10
1032,6244,Neelofar Srinivasan,ramachandranranbir@hotmail.com,1672441775,"Hapur, Tamil Nadu",2025-02-13 08:03:48,Officiis,Electronics,11401,5,Card,Cancelled,5
1033,8538,Tarini Dada,misha26@vyas.com,4054233225,"Gulbarga, Rajasthan",2026-01-19 16:03:28,Quo,Electronics,25257,5,COD,Cancelled,20
1034,5337,Manikya Tella,bhattacharyyashray@yahoo.com,3640708230,"Rajpur Sonarpur, Himachal Pradesh",2024-07-20 16:59:28,Neque,Beauty,12753,1,COD,Returned,5
1035,7968,Myra Kohli,kabir59@mani.com,9777943175,"Dewas, Chhattisgarh",2025-03-28 18:57:26,Quidem,Books,6871,3,Card,Cancelled,10
1036,6710,Saanvi Chaudhry,dvig@hotmail.com,6595789369,"Kamarhati, Gujarat",2024-08-27 12:12:31,Qui,Fashion,7114,3,COD,Cancelled,15
1037,6555,Anika Bala,vidur03@gokhale.info,4726169599,"Allahabad, Meghalaya",2025-01-29 19:34:51,Consequuntur,Fashion,6738,2,UPI,Returned,5
1038,5967,Zain Sastry,thakkardhruv@chaudhary-agarwal.com,9502677442,"Surendranagar Dudhrej, Goa",2024-04-15 07:52:55,Officiis,Fashion,6425,4,COD,Cancelled,15
1039,5322,Hiran Kaur,uthkarshbatra@choudhry-toor.org,0740314321,"Udaipur, Kerala",2024-06-23 13:11:20,Ipsum,Fashion,10011,4,UPI,Returned,20
1040,8344,Suhana Shah,comararadhya@hotmail.com,2144030609,"Tezpur, Himachal Pradesh",2024-07-18 06:50:15,Iure,Fashion,24808,5,COD,Returned,20
1041,8719,Shanaya Ranganathan,adira63@behl.com,5336090614,"Begusarai, West Bengal",2025-05-26 07:34:13,Perspiciatis,Home,31199,3,Card,Returned,5
1042,6822,Madhup Chaudry,odube@kadakia.com,3209054899,"Ghaziabad, Uttar Pradesh",2025-11-27 11:56:07,Numquam,Books,34794,2,NetBanking,Delivered,20
1043,6887,Ira Behl,aaina03@arora.info,6077091755,"Bidar, Gujarat",2024-09-12 07:59:01,Incidunt,Electronics,45368,4,NetBanking,Delivered,10
1044,6207,Purab Dutta,nirvibassi@hotmail.com,4887075827,"Gurgaon, Odisha",2024-11-30 16:00:28,Hic,Home,27899,5,Card,Cancelled,15
1045,8214,Nehmat Comar,adviksidhu@jha.com,5210684244,"Erode, Madhya Pradesh",2026-01-18 03:51:56,Culpa,Home,37116,3,UPI,Delivered,20
1046,8301,Shanaya Mani,armaansrinivas@gmail.com,6713774322,"Bahraich, Telangana",2025-12-27 06:13:30,Vero,Books,10375,1,UPI,Delivered,20
1047,5190,Shalv Bora,ranbiruppal@hotmail.com,9609449696,"Adoni, Nagaland",2024-06-21 11:08:38,Non,Home,33211,5,COD,Returned,10
1048,7898,Ela Varma,skade@gmail.com,3646519341,"Phagwara, Maharashtra",2025-01-19 22:27:31,Ut,Home,33953,2,Card,Returned,0
1049,6912,Anahita Dhar,aarushkhare@gmail.com,9930430455,"Sultan Pur Majra, Arunachal Pradesh",2026-01-09 16:18:53,Culpa,Beauty,2204,2,COD,Delivered,20
1050,5226,Aradhya Sha,fateh88@rajagopal.com,9989531337,"Junagadh, Mizoram",2024-03-10 08:52:05,Vero,Books,17476,5,Card,Delivered,15
1051,5368,Reyansh Bawa,lchaudry@gmail.com,9381093739,"Ulhasnagar, Rajasthan",2025-08-25 00:27:39,Ex,Books,18323,4,Card,Delivered,10
1052,8392,Himmat Bandi,kantrati@gmail.com,4258512926,"Mathura, Goa",2024-10-21 04:15:48,Excepturi,Beauty,33230,4,Card,Returned,20
1053,8186,Vaibhav Varghese,badamipihu@doctor.com,7441784753,"Jodhpur, Mizoram",2025-02-07 04:27:24,Quisquam,Fashion,35928,3,UPI,Returned,10
1054,8860,Romil Bala,jivika83@suri-dhingra.info,0435146510,"Thiruvananthapuram, Nagaland",2025-09-27 11:11:36,Illo,Books,8832,5,UPI,Returned,10
1055,6124,Vedika Kara,tara51@andra.com,8545451767,"Yamunanagar, Bihar",2024-12-25 11:04:50,Nihil,Electronics,6603,5,NetBanking,Cancelled,20
1056,6805,Yakshit Kade,shayak52@thakur-ben.net,0781198672,"Arrah, Andhra Pradesh",2025-08-04 05:56:12,Sunt,Fashion,24874,3,Card,Cancelled,20
1057,5828,Raunak Konda,rajalakshay@butala-madan.com,6146698142,"Gangtok, Kerala",2025-05-13 18:00:46,Animi,Books,21224,1,Card,Returned,0
1058,8622,Divij Balasubramanian,piya43@bhavsar-sem.org,4014122278,"Kharagpur, Himachal Pradesh",2025-06-14 20:13:06,Aliquam,Electronics,18344,1,COD,Cancelled,0
1059,5784,Raunak Batta,zarasehgal@gmail.com,5948409546,"South Dumdum, Tripura",2025-06-30 20:04:44,Magnam,Fashion,10310,4,UPI,Returned,0
1060,8968,Uthkarsh Saini,baijugarde@choudhary-datta.org,0257941203,"Madurai, West Bengal",2025-11-25 11:13:47,Quod,Electronics,12395,5,Card,Returned,0
1061,7651,Onkar Luthra,vaibhavvarma@dewan-sangha.com,1991999112,"Howrah, Rajasthan",2025-03-07 20:40:04,Asperiores,Books,23942,1,Card,Cancelled,15
1062,5330,Lakshay Ben,yuvraj-16@gmail.com,2131744062,"Adoni, Sikkim",2024-10-06 06:01:37,Cupiditate,Books,25452,2,NetBanking,Returned,10
1063,6972,Nehmat Brar,fshenoy@gmail.com,4696895623,"Sambhal, Andhra Pradesh",2025-11-18 23:25:05,Natus,Books,10654,4,COD,Cancelled,0
1064,6927,Pari Magar,handamishti@gmail.com,5153237439,"Ghaziabad, West Bengal",2025-06-19 12:38:03,Atque,Books,10092,3,NetBanking,Cancelled,20
1065,5035,Anay Iyengar,reyansh63@kadakia.com,3853239526,"Fatehpur, Arunachal Pradesh",2025-08-28 02:30:53,Unde,Beauty,33950,5,COD,Delivered,5
1066,7032,Madhup Bir,tankeva@contractor.com,9214017736,"Phagwara, Himachal Pradesh",2025-03-13 14:09:30,Dolorum,Home,2656,5,UPI,Delivered,0
1067,8289,Yuvaan Gopal,armaan27@gmail.com,9647643517,"Jhansi, Odisha",2026-01-25 11:47:22,Quod,Beauty,1576,4,NetBanking,Returned,5
1068,7868,Faiyaz Yadav,gatik57@hotmail.com,1634873836,"Udaipur, Telangana",2025-10-21 17:39:48,Enim,Fashion,34317,2,Card,Cancelled,20
1069,8090,Siya Behl,diya92@mani.com,6613751175,"Rajkot, Gujarat",2024-02-23 13:36:55,Voluptatibus,Books,34844,4,Card,Delivered,10
1070,6314,Abram Gala,azadbhasin@hotmail.com,0235766970,"Loni, Uttarakhand",2024-09-29 12:01:14,Qui,Beauty,24472,2,UPI,Cancelled,5
1071,5437,Shaan Borde,zain38@kibe-chandra.info,2769104424,"Pune, Tamil Nadu",2025-08-15 01:41:09,Perferendis,Beauty,25138,3,NetBanking,Delivered,5
1072,5972,Baiju Hari,godashlok@dasgupta-bala.com,3649404069,"Bhatpara, Madhya Pradesh",2024-09-19 20:25:50,Quaerat,Beauty,45557,1,COD,Returned,0
1073,7292,Piya Bhasin,saira34@hotmail.com,4310070213,"Nizamabad, Haryana",2025-11-13 02:03:28,Nesciunt,Fashion,20318,5,Card,Cancelled,10
1074,5613,Ranbir Virk,sankarantushar@yahoo.com,6374816678,"Hosur, Haryana",2024-04-19 07:24:46,Qui,Fashion,46318,1,UPI,Delivered,10
1075,5104,Tarini Luthra,vivaan04@yahoo.com,3184442658,"Gopalpur, Jharkhand",2025-03-01 12:08:22,Saepe,Home,15883,4,UPI,Delivered,5
1076,6130,Manjari Trivedi,samiha06@yahoo.com,2468150787,"Tirunelveli, Nagaland",2024-04-21 11:33:15,Incidunt,Home,47325,3,UPI,Returned,10
1077,5426,Nitya Tailor,mbaral@dugar.net,9418787386,"Bardhaman, Haryana",2025-05-05 15:01:06,Soluta,Books,44782,1,COD,Returned,5
1078,6666,Kimaya Chander,pranay59@sidhu.com,7860485272,"Mumbai, Rajasthan",2024-11-05 05:36:54,Autem,Books,24156,4,NetBanking,Cancelled,0
1079,5673,Anya Bhandari,jivindhar@acharya-kala.net,6044943226,"Saharsa, Goa",2025-02-19 21:01:35,Alias,Beauty,49476,1,NetBanking,Returned,20
1080,6802,Indranil Kohli,ramachandranzoya@singh-arya.com,6251833148,"Burhanpur, Telangana",2025-06-24 13:39:10,Odit,Electronics,18673,2,NetBanking,Cancelled,5
1081,7167,Tarini Boase,advikadhar@reddy.com,3164014375,"Kozhikode, Sikkim",2024-08-29 13:12:07,Corporis,Books,23534,1,Card,Cancelled,15
1082,7847,Hazel Sarkar,chahalsumer@acharya.biz,1460660195,"Gaya, Sikkim",2024-07-30 07:45:36,Aspernatur,Fashion,29334,2,COD,Cancelled,0
1083,6430,Tarini Wadhwa,bhattacharyyadhanuk@hotmail.com,7912007302,"Kozhikode, Chhattisgarh",2024-05-14 19:35:57,Explicabo,Home,3610,3,Card,Delivered,10
1084,6567,Kaira Devan,ehsaanjohal@gmail.com,1816745104,"Kharagpur, Nagaland",2025-01-10 07:39:55,Occaecati,Home,21399,5,NetBanking,Cancelled,15
1085,6065,Riaan Bhargava,keeraarush@yahoo.com,2220659624,"Berhampore, Assam",2025-04-27 20:56:06,Deserunt,Books,27612,4,COD,Cancelled,15
1086,7539,Lakshit Babu,sana62@khosla.com,3784352562,"Sambhal, West Bengal",2024-04-08 05:22:44,Iste,Home,7467,2,Card,Delivered,15
1087,8254,Nirvaan Sen,deshpandeoorja@yahoo.com,7359793123,"Kochi, Mizoram",2025-04-11 21:58:06,Quas,Electronics,28239,2,NetBanking,Cancelled,0
1088,7928,Vritika Barad,trivedineelofar@hotmail.com,2613220750,"Raichur, Chhattisgarh",2025-01-22 23:07:04,Similique,Books,2061,3,NetBanking,Returned,15
1089,6713,Indrans Dube,neysa86@gupta.info,8161336557,"Rajpur Sonarpur, Meghalaya",2024-08-28 07:42:54,Dolorem,Home,49468,3,COD,Cancelled,10
1090,6488,Zara Devi,ysarin@trivedi-bose.com,5176156908,"Bhimavaram, Maharashtra",2025-11-04 23:02:51,Optio,Fashion,36802,2,NetBanking,Returned,15
1091,5526,Shalv Bora,aarushkamdar@gaba.net,5710811917,"Vasai-Virar, Arunachal Pradesh",2025-01-01 06:18:59,Nihil,Books,29357,1,NetBanking,Delivered,5
1092,8046,Divit Rege,chaudharyalia@gmail.com,2799284127,"Hajipur, Meghalaya",2025-07-13 13:40:35,Cupiditate,Fashion,13022,1,COD,Cancelled,0
1093,5062,Manikya Dara,zainaggarwal@kale.com,1746818663,"Ramgarh, Sikkim",2025-02-24 08:21:05,Sunt,Fashion,45658,5,COD,Cancelled,10
1094,7607,Pari Johal,chaudhurisamaira@chana-kurian.com,6085517372,"Vijayawada, Uttar Pradesh",2024-11-27 07:06:23,Necessitatibus,Books,20256,4,NetBanking,Cancelled,20
1095,6801,Zeeshan Uppal,doraaarna@hotmail.com,1345616784,"Nangloi Jat, Andhra Pradesh",2025-06-30 01:59:17,Pariatur,Home,16749,1,Card,Cancelled,15
1096,5250,Yuvraj  Yogi,uchandran@gmail.com,7619758138,"Aurangabad, Tripura",2025-07-21 04:16:36,Veritatis,Fashion,3267,5,Card,Delivered,20
1097,8900,Tanya Keer,ykala@goda.com,5131578980,"Rewa, Maharashtra",2025-05-03 23:59:05,Possimus,Home,36636,2,COD,Cancelled,0
1098,5442,Khushi Virk,seher86@de.info,5148052164,"Agartala, Arunachal Pradesh",2024-10-06 20:34:10,Reiciendis,Electronics,27394,5,Card,Cancelled,15
1099,5051,Pranay Ram,agarwalnitara@hari.com,7278751714,"Dhanbad, Jharkhand",2025-03-03 09:52:46,Nemo,Books,49670,4,COD,Returned,5
1100,7658,Ayesha Loyal,somlavanya@shan.net,2655087016,"Pali, Jharkhand",2025-10-13 04:23:26,Earum,Books,42843,5,COD,Delivered,10
1101,7234,Nayantara Jain,ahana-dutt@gmail.com,6874706985,"Silchar, Madhya Pradesh",2024-11-15 00:40:36,Ipsa,Home,32938,2,UPI,Returned,10
1102,6889,Divit Arora,waliaadvik@halder-ramanathan.com,9369159600,"Uluberia, Rajasthan",2024-12-13 09:50:31,Qui,Beauty,44555,3,COD,Delivered,15
1103,7526,Yashvi Handa,jivin29@virk-mangal.com,8354434832,"Mahbubnagar, Andhra Pradesh",2025-11-21 13:25:44,Sit,Books,17223,4,NetBanking,Cancelled,15
1104,6740,Adah Soni,amanisastry@hotmail.com,8116195399,"Kishanganj, Madhya Pradesh",2025-04-14 23:05:36,Id,Home,41561,1,COD,Cancelled,5
1105,8971,Akarsh Date,arhaanbarad@boase-kaur.com,8696256101,"Bettiah, Assam",2024-08-23 20:32:20,Quo,Books,660,5,COD,Cancelled,20
1106,8174,Yuvraj  Karpe,aarushvaidya@mandal.org,2223125333,"Pudukkottai, Tamil Nadu",2024-02-27 03:00:13,Ad,Fashion,43715,4,COD,Cancelled,15
1107,6206,Prerak Shetty,bawatiya@gmail.com,0038385372,"Loni, Andhra Pradesh",2024-08-12 03:35:10,Tempore,Fashion,22648,1,COD,Cancelled,0
1108,5843,Aarav Bhargava,sethdhruv@lad-bahl.net,0979085668,"Guntur, Mizoram",2025-04-08 05:42:39,Repellat,Home,31233,2,COD,Delivered,15
1109,7109,Jivika Mani,uwason@gmail.com,4327933862,"Hazaribagh, Uttar Pradesh",2025-03-01 14:01:12,Atque,Beauty,28397,2,Card,Delivered,5
1110,7754,Ishita Agrawal,shlok72@iyer.com,6566644791,"Moradabad, Kerala",2025-12-02 08:14:51,Voluptatum,Electronics,34944,1,Card,Cancelled,0
1111,5712,Oorja Ahuja,ukohli@hotmail.com,0885404475,"Thanjavur, Jharkhand",2024-10-06 22:01:57,Similique,Electronics,42356,3,UPI,Delivered,15
1112,8405,Tanya Dass,aradhya28@gmail.com,1302989431,"Chandrapur, Telangana",2024-11-14 05:52:08,Non,Electronics,11219,3,UPI,Cancelled,20
1113,8308,Sara Raval,comarsamarth@hotmail.com,5259058587,"Muzaffarpur, Rajasthan",2024-12-22 20:01:08,Quo,Fashion,8865,3,NetBanking,Cancelled,20
1114,7931,Prerak Atwal,obajaj@master.com,9444600808,"Srikakulam, Sikkim",2025-09-06 11:59:30,Quaerat,Fashion,33314,4,NetBanking,Returned,0
1115,6500,Pihu Buch,wvarughese@gmail.com,9263171648,"Gangtok, Tripura",2025-05-11 10:11:59,Blanditiis,Books,17384,4,UPI,Cancelled,10
1116,5390,Advik Goswami,aliakhalsa@kaur.biz,1430490098,"Singrauli, Sikkim",2024-04-29 21:23:02,Quibusdam,Fashion,7765,5,NetBanking,Cancelled,20
1117,6955,Ojas Bhagat,irasen@sundaram.com,9937865467,"Lucknow, Telangana",2025-06-19 06:11:38,Ad,Beauty,10281,5,COD,Returned,20
1118,6129,Reyansh Korpal,amira48@hotmail.com,1424615179,"Durg, Chhattisgarh",2025-06-12 16:38:34,Vitae,Fashion,38342,1,Card,Delivered,20
1119,6939,Shalv Swamy,walianakul@sethi.info,7595122384,"Dehri, Madhya Pradesh",2024-07-14 06:27:30,Aspernatur,Fashion,10131,1,Card,Cancelled,10
1120,8154,Arnav Vala,battaaradhya@kale-rama.com,3791818842,"Muzaffarpur, Assam",2024-11-14 00:30:45,Eveniet,Electronics,33777,1,UPI,Cancelled,10
1121,5984,Vritika Gokhale,zaindutt@yahoo.com,6544777892,"Sambhal, Uttarakhand",2025-05-15 02:05:20,Beatae,Fashion,30167,1,NetBanking,Cancelled,0
1122,7195,Pihu Singh,reyanshloyal@hotmail.com,2137409066,"Mangalore, Odisha",2025-10-17 18:43:04,Tenetur,Books,33554,4,COD,Delivered,10
1123,6750,Raunak Chaudhari,krishnaadah@yahoo.com,9494637812,"Lucknow, Kerala",2024-05-29 01:03:26,Quae,Books,37300,5,Card,Returned,0
1124,6735,Aniruddh Bhavsar,dubeyjiya@yahoo.com,6054507154,"Faridabad, Arunachal Pradesh",2024-04-11 00:30:35,Possimus,Home,7328,4,Card,Cancelled,15
1125,7963,Tara Sawhney,buchzoya@yahoo.com,9092891819,"Mathura, Madhya Pradesh",2024-09-30 03:50:21,Nulla,Books,18311,1,UPI,Cancelled,15
1126,5077,Priyansh Rege,gviswanathan@babu.info,2738207174,"Mangalore, Bihar",2025-03-12 10:58:04,Commodi,Books,28921,1,Card,Delivered,15
1127,5846,Khushi Raman,zchada@yahoo.com,0860671905,"Tiruvottiyur, Maharashtra",2025-03-11 15:47:14,Reiciendis,Fashion,25224,4,UPI,Delivered,5
1128,8461,Bhamini Sekhon,lkonda@hotmail.com,4117551545,"Karawal Nagar, Jharkhand",2025-06-06 12:33:45,Similique,Home,28664,1,NetBanking,Delivered,5
1129,8439,Bhamini Chad,dubefarhan@chatterjee-vig.com,4960608139,"Faridabad, Mizoram",2024-02-29 01:59:46,Rem,Home,49237,2,COD,Cancelled,20
1130,7943,Hiran Taneja,xbrahmbhatt@wason.com,5725381810,"Munger, Telangana",2025-06-16 18:24:52,Tempora,Beauty,14613,2,NetBanking,Delivered,5
1131,6453,Dhanush Sharaf,ramaswamyriya@chawla.com,0935486314,"Visakhapatnam, Bihar",2024-10-06 03:52:23,Repudiandae,Home,12412,1,Card,Returned,0
1132,5563,Pari Subramaniam,elakant@anand-kala.info,0239717510,"Adoni, Haryana",2024-12-23 19:49:17,Cupiditate,Home,49403,4,Card,Delivered,10
1133,8221,Rohan Dhar,abera@varkey-karnik.com,9396479437,"Raebareli, Assam",2024-05-29 07:21:07,Laudantium,Electronics,46210,5,COD,Delivered,10
1134,6701,Myra Vaidya,zara26@khanna.net,7184462813,"Patiala, Sikkim",2025-02-18 10:30:45,Natus,Home,15759,3,NetBanking,Delivered,10
1135,7758,Adah Ravi,zdua@hari-chacko.com,6341017172,"Parbhani, Gujarat",2025-11-17 06:43:16,Nobis,Beauty,35577,5,COD,Cancelled,20
1136,7903,Advika Ramesh,mbasu@zacharia-dubey.com,9519835888,"Chandrapur, West Bengal",2025-11-09 05:16:08,Dolor,Electronics,33761,5,NetBanking,Delivered,0
1137,8613,Tara Ramachandran,samaira86@subramaniam-bal.net,0392060001,"Bareilly, West Bengal",2025-11-29 09:01:24,Sit,Beauty,44759,5,NetBanking,Returned,10
1138,8066,Vanya Dave,urvi37@ramanathan.org,9378320154,"Nagercoil, Jharkhand",2025-01-01 14:46:42,Doloremque,Books,35694,4,Card,Cancelled,0
1139,5824,Kanav Jhaveri,lshanker@grover.com,3144528917,"Avadi, Odisha",2024-07-10 12:50:55,Vel,Home,20886,4,UPI,Returned,15
1140,5288,Yakshit Batta,taran84@gandhi-tata.info,4396310786,"Phusro, Arunachal Pradesh",2025-09-28 10:40:52,Quam,Home,43289,2,COD,Returned,20
1141,7138,Stuvan Kale,ttata@lad-de.com,6606688735,"Thrissur, Maharashtra",2025-05-02 13:18:38,Suscipit,Fashion,1828,2,Card,Cancelled,20
1142,5270,Anahi Atwal,myraandra@hotmail.com,3490939491,"Bihar Sharif, Odisha",2025-11-02 23:51:56,Iusto,Fashion,1802,4,COD,Delivered,10
1143,6804,Azad Barad,nirvaanamble@kamdar-chandran.biz,4098471083,"Ambattur, Nagaland",2025-11-22 04:32:09,Quidem,Books,24516,5,NetBanking,Returned,0
1144,7009,Keya Sarraf,rhea39@gmail.com,3308012705,"Kolkata, Assam",2024-05-21 18:10:44,Quia,Electronics,48816,5,UPI,Delivered,10
1145,5045,Vivaan Kata,nishithsarin@gmail.com,0383416184,"Gandhidham, Kerala",2024-08-09 03:45:56,Fuga,Electronics,44809,5,NetBanking,Delivered,0
1146,7420,Purab Goel,pshroff@aggarwal.com,0837685146,"Mumbai, Arunachal Pradesh",2025-04-04 11:24:36,Amet,Beauty,1631,1,UPI,Returned,5
1147,7204,Miraan Baria,ivanaborah@yahoo.com,5937955555,"Silchar, Arunachal Pradesh",2025-01-06 17:53:49,Provident,Books,48593,4,Card,Returned,15
1148,5096,Kabir Karpe,dkashyap@yahoo.com,5979086318,"Tumkur, Telangana",2025-10-29 15:33:36,Sint,Electronics,20137,3,COD,Delivered,5
1149,7378,Saira Char,achakrabarti@yahoo.com,2355924875,"Panchkula, Uttarakhand",2024-03-18 22:07:20,Harum,Beauty,16984,3,COD,Returned,5
1150,5788,Kimaya Sood,nirvaan84@gmail.com,8758948245,"Satna, Nagaland",2025-07-04 05:47:19,Sapiente,Beauty,4389,5,UPI,Delivered,15
1151,6615,Pranay Arora,qjoshi@tata.com,2324937026,"Farrukhabad, Tripura",2025-02-11 00:55:04,Accusamus,Fashion,28865,5,COD,Returned,15
1152,7695,Nitya Chaudhary,ritvik08@dhaliwal.com,1629926046,"Aizawl, Chhattisgarh",2025-11-25 20:48:18,Similique,Fashion,9963,4,NetBanking,Delivered,5
1153,6820,Ayesha Sinha,ritvik79@karan.com,3480499208,"Mehsana, Punjab",2024-02-07 05:03:14,Cumque,Electronics,44561,4,Card,Cancelled,20
1154,8695,Adira Sengupta,bwarrior@krish.com,6359463640,"Bulandshahr, Arunachal Pradesh",2025-02-02 04:42:02,Impedit,Home,8249,3,NetBanking,Delivered,10
1155,5638,Sara Magar,krishmahal@lanka.biz,8121457540,"Bhiwani, Maharashtra",2024-03-27 17:12:27,Eius,Fashion,25515,1,COD,Returned,10
1156,7557,Sara Shroff,carora@gmail.com,6848061186,"Kolhapur, Meghalaya",2025-04-15 07:36:04,Aliquam,Home,20166,5,NetBanking,Cancelled,15
1157,5375,Riya Varghese,anahitalalla@gmail.com,2695461167,"Bhalswa Jahangir Pur, Nagaland",2024-12-14 01:30:12,Aperiam,Books,48288,4,UPI,Returned,15
1158,6358,Piya De,maniromil@kant-bhatnagar.biz,8875279258,"Rohtak, Haryana",2024-08-27 11:48:42,Fugit,Fashion,14100,5,NetBanking,Cancelled,15
1159,7655,Advik Krishnan,amani70@gmail.com,2150068014,"Alappuzha, Manipur",2025-03-19 20:33:42,Ut,Fashion,17310,3,NetBanking,Delivered,5
1160,7517,Nehmat Dugal,rratti@sandal.com,0215515155,"Shimoga, Sikkim",2024-11-24 10:27:21,Est,Books,30635,2,NetBanking,Returned,10
